20080616,0,41.1449,41.1544,40.9055,41.1449,56748.386
20080701,0,36.6477,39.4513,36.4467,37.8246,1205541.976
20080702,0,38.1308,40.9248,37.327,39.9584,1069719.219
20080703,0,40.2837,40.3316,39.2408,39.7096,768585.878
20080707,0,39.3556,40.3699,38.4179,38.4561,1476846.303
20080708,0,37.6907,39.4513,37.6907,38.8485,717931.397
20080709,0,38.1787,39.2982,38.1787,38.3413,559028.353
20080710,0,38.2648,39.2312,38.1787,38.9633,1080558.631
20080711,0,38.1787,38.9537,37.662,38.4179,731873.122999999
20080714,0,38.3987,39.7479,38.303,39.2503,837972.172
20080715,0,38.8485,39.1834,38.2743,38.6284,800795.715999999
20080716,0,39.8149,40.0254,37.882,38.3126,725334.989999999
20080717,0,38.5136,40.1211,38.3987,39.8819,1051775.057
20080718,0,40.1115,40.1115,38.2456,38.2935,831614.841999998
20080721,0,37.9203,38.3892,36.4563,36.6477,836396.374
20080722,0,37.3175,37.9681,37.0974,37.4132,685325.966
20080723,0,38.1787,38.7528,36.8391,38.3987,575042
20080724,0,38.4657,39.2982,37.3079,39.1546,1125647
20080725,0,38.6571,39.5183,38.6571,38.8963,771066.038999999
20080728,0,40.5134,40.5134,37.8342,38.37,686428.659999999
20080729,0,38.5327,39.2695,38.3126,38.9059,236369.397
20080730,0,39.3269,39.9967,38.3126,38.8197,708501.863
20080731,0,38.2648,39.6905,38.2648,38.7432,572338.442
20080801,0,38.5327,38.7049,38.2648,38.37,422037.230000001
20080804,0,38.2456,39.3365,38.0351,39.0781,539734.937
20080805,0,39.5183,41.0492,39.1355,40.7048,598573.261
20080806,0,40.7143,41.2884,40.1306,40.6186,259870.244
20080807,0,41.0971,41.0971,39.0781,39.1642,484485.984
20080808,0,38.9154,39.4417,38.0351,39.3939,598604.775
20080811,0,39.346,40.5325,39.346,39.7096,288360.357
20080812,0,39.7096,40.5325,39.7096,40.2933,329030.957
20080813,0,40.6186,40.7048,40.2072,40.4655,591734.378
20080814,0,39.6618,41.4224,39.6618,41.0205,424287.483
20080815,0,41.0397,41.3267,40.6856,40.9057,324182.749
20080818,0,41.0971,41.1353,39.1929,40.0158,514753.263
20080819,0,39.9488,40.4273,39.0781,39.6044,464696.83
20080820,0,39.1068,40.5708,39.0398,39.9967,314636.9
20080821,0,39.279,40.5325,39.0685,39.9393,381050.088
20080822,0,40.2837,41.1353,39.3843,40.1689,525424.629
20080825,0,39.3843,39.7001,39.1164,39.279,341594.909
20080826,0,39.2982,40.0637,38.9537,39.9106,311000.047
20080827,0,39.8482,40.0207,39.3305,39.5127,196471.872
20080828,0,39.4935,40.3658,39.3018,39.8002,370357.130999999
20080829,0,39.1292,39.7811,39.1292,39.551,224474.725
20080902,0,41.2189,41.2189,39.4839,39.7236,409253.236999999
20080903,0,39.4935,40.2316,38.8896,39.7523,360378.824999999
20080904,0,39.0334,39.6948,38.6691,38.6691,532338.522999999
20080905,0,38.5924,39.2922,37.8064,38.5637,542957.117999999
20080908,0,37.931,39.0813,37.931,38.8225,532722.324999999
20080909,0,42.4076,42.4076,37.8927,37.9694,955249.396999999
20080910,0,37.9023,38.6883,36.426,37.8735,1104974.853
20080911,0,39.1101,39.7811,37.8543,39.273,1229062.536
20080912,0,38.2473,39.6181,38.0077,39.1292,657314.841999999
20080915,0,38.5349,38.7746,37.6818,38.3528,800606.936999999
20080916,0,37.097,39.9632,36.7232,39.3401,724374.546999999
20080917,0,38.7746,39.3401,38.0269,38.094,659294.755
20080918,0,37.8639,41.2477,36.6082,39.6565,1539084.773
20080919,0,43.1169,43.1169,39.2059,40.0686,770353.144999999
20080922,0,40.2604,40.941,37.653,38.5253,586022.955
20080923,0,38.3911,39.158,37.7968,38.2282,671795.677
20080924,0,38.324,38.4486,37.2313,37.8735,793672.808
20080925,0,37.8639,39.6852,36.6944,38.6212,1075229.795
20080926,0,38.6212,38.6212,37.2121,37.2792,668494.975
20080929,0,37.5572,37.5955,33.4353,34.7102,1003977.52
20080930,0,33.9433,35.5154,33.5982,34.6239,670657.56
20081001,0,35.0553,35.5633,34.1255,35.3141,665182.708999999
20081002,0,33.5791,35.5058,33.5791,34.854,549909.151999999
20081003,0,34.1255,35.5537,33.7324,34.2692,968109.033999999
20081006,0,34.1255,34.4034,31.173,33.186,1047938.348
20081007,0,32.9272,34.1063,31.4989,32.3425,606180.898
20081008,0,31.2785,35.6017,30.4924,31.1634,939963.952999999
20081009,0,31.7002,32.8889,27.2237,27.6646,1092108.083
20081010,0,26.6006,28.767,23.3894,26.4281,1807328.409
20081013,0,25.1244,29.1888,24.741,28.7382,771105.110999999
20081014,0,28.7957,31.3552,28.2398,28.7478,1113767.267
20081015,0,28.3836,29.9652,27.1757,27.5784,783457.701999999
20081016,0,27.5208,27.6454,25.7666,26.869,830281.095999999
20081017,0,25.8433,27.6742,25.8433,27.5112,876929.353
20081020,0,27.1662,28.5369,27.1662,28.1727,577666.825
20081021,0,27.9139,28.9683,27.5688,28.2494,642132.083
20081022,0,26.4376,26.8882,24.4438,25.5078,1266863.237
20081023,0,25.6516,25.9392,22.5841,23.4852,990769.507
20081024,0,22.0473,22.795,21.1463,22.4116,1413305.197
20081027,0,21.9611,22.0378,20.3698,20.6286,1201674.562
20081028,0,21.5872,24.9998,20.0343,24.8943,1239194.5
20081029,0,24.8272,27.6838,24.1083,25.7379,1685579.229
20081030,0,26.361,27.1566,25.1436,25.8912,757674.855999999
20081031,0,25.6516,27.7988,25.6228,27.3004,1067547.798
20081103,0,27.2237,27.6646,26.8882,27.3291,687982.087
20081104,0,27.9618,27.9618,26.8594,27.4537,757292.815
20081105,0,26.7923,27.3195,25.757,25.9008,474043.841999999
20081106,0,25.6516,26.1405,23.4085,23.7057,761397.04
20081107,0,23.9453,24.3192,23.121,24.0124,678528.486
20081110,0,24.4917,24.5876,22.9292,23.7536,697137.290999999
20081111,0,23.4277,23.7728,22.8046,23.3989,554418.98
20081112,0,22.8909,23.9645,22.4883,22.5458,973816.353999999
20081113,0,22.2007,24.3192,21.3668,24.3192,745845.985000001
20081114,0,23.9645,25.8817,23.9645,24.8656,753013.836999999
20081117,0,24.5013,24.7122,22.5554,22.8621,711866.519
20081118,0,22.7471,24.415,22.009,22.6704,621683.034
20081119,0,23.1018,24.3959,23.1018,23.3894,1098304.658
20081120,0,23.1305,23.5523,20.9929,21.501,1116045.514
20081121,0,21.2613,23.6673,21.2613,23.629,1081478.657
20081124,0,23.9645,24.7218,23.2839,24.2617,905456.164
20081125,0,25.0544,25.737,23.5642,24.2372,701526.069000001
20081126,0,23.9584,25.4774,23.9488,24.939,458983.087
20081128,0,25.3044,26.7177,25.2371,26.7177,458778.211
20081201,0,26.0062,26.0062,23.5546,23.9488,672276.444
20081202,0,23.8046,24.6122,23.2854,23.8623,530012.989000001
20081203,0,23.17,23.8142,22.0933,23.0739,875878.947000001
20081204,0,23.2085,24.0257,22.4105,23.122,607168.074000001
20081205,0,22.8239,22.9681,21.6029,22.6989,600963.729000001
20081208,0,23.6892,24.4006,22.7182,23.9488,1164157.066
20081209,0,22.9778,23.9584,22.5932,23.1412,829201.420000001
20081210,0,23.5834,24.1122,22.6413,22.8432,689151.836000001
20081211,0,22.574,22.574,21.1511,21.5164,1023197.695
20081212,0,21.2184,22.0933,20.0647,20.5742,1325441.527
20081215,0,20.6704,21.1415,19.5647,19.9493,883116.456
20081216,0,20.6704,21.0742,19.9493,20.2281,1611262.883
20081217,0,20.2473,20.555,19.7666,19.8147,724636.919000001
20081218,0,20.0262,20.3435,19.4974,19.6897,2086519.536
20081219,0,20.3339,20.7184,19.8916,20.305,985225.456000001
20081222,0,20.6608,20.853,19.3436,19.8051,659521.270000001
20081223,0,19.5167,20.0647,19.2283,19.9493,1174973.527
20081224,0,20.4012,20.4012,19.5936,20.0647,265841.161
20081226,0,20.2762,20.5742,19.6801,20.4396,369096.564000001
20081229,0,20.3627,20.4204,19.4974,20.0839,485394.158
20081230,0,19.9974,21.228,19.9974,21.2184,515093.154
