19980102,0,9.8159,9.8159,9.69584,9.72465,234887.695
19980105,0,9.69584,9.72465,9.60459,9.66702,195115.034
19980106,0,9.72465,9.72465,9.42691,9.48454,172834.018
19980107,0,9.54697,9.54697,9.33567,9.39329,139724.901
19980108,0,9.36448,9.42691,9.21561,9.39329,159715.256
19980109,0,9.36448,9.36448,9.15318,9.24442,143264.829
19980112,0,9.12436,9.30685,9.06674,9.24442,154092.925
19980113,0,9.27324,9.33567,9.18679,9.30685,138475.439
19980114,0,9.39329,9.42691,9.27324,9.36448,180538.751
19980115,0,9.42691,9.96477,9.42691,9.87352,605335.613
19980116,0,9.84471,9.87352,9.66702,9.66702,305270.719
19980120,0,9.78708,9.78708,9.63341,9.66702,160756.442
19980121,0,9.60459,9.72465,9.51335,9.63341,164296.425
19980122,0,9.63341,9.8159,9.60459,9.60459,103908.684
19980123,0,9.72465,9.8159,9.48454,9.60459,170335.224
19980126,0,9.66702,9.69584,9.42691,9.48454,112238.004
19980127,0,9.51335,9.72465,9.48454,9.69584,302147.074
19980128,0,9.66702,9.75346,9.60459,9.66702,134727.295
19980129,0,9.66702,9.78708,9.54697,9.54697,122649.69
19980130,0,9.57578,9.66702,9.45572,9.51335,121608.544
19980202,0,9.54697,9.69584,9.54697,9.60459,146596.526
19980203,0,9.60459,9.66702,9.51335,9.63341,115361.481
19980204,0,9.60459,9.66702,9.51335,9.60459,126397.949
19980205,0,9.57578,9.69584,9.57578,9.66702,98286.3529999999
19980206,0,9.57578,9.78708,9.57578,9.66702,152218.843
19980209,0,9.63341,9.84471,9.57578,9.66702,209899.631
19980210,0,9.66702,9.87352,9.60459,9.69584,247381.674
19980211,0,9.764,9.88568,9.70559,9.7348,618811.323
19980212,0,9.7348,9.85648,9.7348,9.82728,152853.74
19980213,0,9.85648,9.97817,9.82728,9.88568,195997.872
19980217,0,9.91976,10.1291,9.85648,10.0706,258659.742
19980218,0,10.0074,10.0706,9.79807,9.85648,153675.631
19980219,0,9.85648,9.85648,9.764,9.82728,267905.014
19980220,0,9.764,9.82728,9.7348,9.79807,130870.724
19980223,0,9.7348,9.85648,9.7348,9.79807,116900.221
19980224,0,9.85648,9.85648,9.79807,9.79807,102518.837
19980225,0,9.79807,9.85648,9.79807,9.85648,96149.9259999999
19980226,0,9.82728,9.94896,9.79807,9.88568,146073.848
19980227,0,9.91976,9.94896,9.85648,9.85648,104573.378
19980302,0,9.85648,9.94896,9.85648,9.85648,115051.163
19980303,0,9.97817,10.1291,9.88568,9.91976,288860.812
19980304,0,9.88568,9.97817,9.88568,9.94896,186136.489
19980305,0,9.88568,10.0074,9.79807,9.94896,185109.154
19980306,0,9.91976,10.0706,9.91976,10.0414,195586.917
19980309,0,10.0074,10.0706,9.91976,9.94896,189218.169
19980310,0,9.91976,10.0999,9.91976,10.0706,146690.267
19980311,0,10.0706,10.1291,10.0074,10.0074,104573.326
19980312,0,10.1291,10.1923,10.0999,10.1291,114434.844
19980313,0,10.0074,10.1631,10.0074,10.0999,120598.371
19980316,0,10.0074,10.1631,10.0074,10.1631,107038.71
19980317,0,10.1923,10.1923,9.97817,10.0074,149155.667
19980318,0,9.97817,10.1923,9.91976,10.1923,131076.224
19980319,0,10.1291,10.2215,10.0999,10.1631,126350.882
19980320,0,10.314,10.314,10.1923,10.2848,216131.93
19980323,0,10.1631,10.3724,10.1291,10.3432,267494.096
19980324,0,10.3432,10.4065,10.2848,10.314,125323.686
19980325,0,10.4357,10.4649,10.2215,10.314,302420.229
19980326,0,10.3432,10.4357,10.314,10.4065,322143.482
19980327,0,10.4357,10.4357,10.1631,10.3432,212844.707
19980330,0,10.3432,10.4649,10.0999,10.1631,282286.321
19980331,0,10.1631,10.4941,10.1631,10.4649,202777.756
19980401,0,10.3724,10.5282,10.3432,10.4649,155319.121
19980402,0,10.4649,10.7716,10.4649,10.7083,679212.828
19980403,0,10.7083,10.7083,10.1291,10.4065,700168.709
19980406,0,10.3432,10.3724,10.0999,10.1631,301187.522
19980407,0,10.0999,10.3724,10.0074,10.3724,585939.447
19980408,0,10.2848,10.3432,10.1631,10.2848,289887.948
